path	proposed_owner	migration_rule
src/aptl/core/runtime/__init__.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/runtime/workflow_engine.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/scenario_bundle.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/scenario_catalog.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/scenarios.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/seed_spec.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/services.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/session.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/snapshot.py	split-core-experience	Cut scenario/provider policy from reusable lifecycle or mechanism; do not copy wholesale
src/aptl/core/snapshot_models.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/soc_ca.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/ssh.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/suricata_seed.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/sysreqs.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/core/telemetry.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/services/__init__.py	experience-plugin	SOC-specific service integration
src/aptl/services/misp_suricata_sync/__init__.py	experience-plugin	SOC-specific service integration
src/aptl/services/misp_suricata_sync/config.py	experience-plugin	SOC-specific service integration
src/aptl/services/misp_suricata_sync/main.py	experience-plugin	SOC-specific service integration
src/aptl/services/misp_suricata_sync/misp_client.py	experience-plugin	SOC-specific service integration
src/aptl/services/misp_suricata_sync/models.py	experience-plugin	SOC-specific service integration
src/aptl/services/misp_suricata_sync/rule_writer.py	experience-plugin	SOC-specific service integration
src/aptl/services/misp_suricata_sync/suricata_reloader.py	experience-plugin	SOC-specific service integration
src/aptl/services/misp_suricata_sync/translator.py	experience-plugin	SOC-specific service integration
src/aptl/utils/__init__.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/utils/_pathsafe_core.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/utils/_pathsafe_read.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/utils/curl_safe.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/utils/deterministic_archive.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/utils/logging.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/utils/pathsafe.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/utils/placeholders.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/utils/redaction.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/utils/shell.py	core-candidate	Migrate only after public-import, history and scenario-independence verification
src/aptl/validation/__init__.py	split-verification	Keep generic conformance/verification interface; externalize TechVault/research qualification
src/aptl/validation/_account_parity.py	split-verification	Keep generic conformance/verification interface; externalize TechVault/research qualification
src/aptl/validation/_gate_checks.py	split-verification	Keep generic conformance/verification interface; externalize TechVault/research qualification
src/aptl/validation/_gate_no_start_backend.py	split-verification	Keep generic conformance/verification interface; externalize TechVault/research qualification
src/aptl/validation/_gate_raes_cli.py	split-verification	Keep generic conformance/verification interface; externalize TechVault/research qualification
